MBq-Hr/MBq
"Organ","Ac225","Fr221","At217","Bi213","Po213","Tl209","Pb209","Bi-Stable"
"Adrenal",0,0,0,0,0,0,0,0
"Blood",13.0826613394399,4.63386900371367,4.62880853292154,2.48192311254899,2.42956571673375,0.0470305045458597,1.25256164683978,0
"Bone",0,0.567078476299046,0.56679286906959,0.680434225887046,0.666428142071177,0.0012585394045508,0.104685435197586,0
"Brain",0,0.00222383716195704,0.00222271713360624,0.0022695953984208,0.00222298620698213,5.03625685875667e-05,0.00196978571114971,0
"Heart",0,0.0722747077636039,0.0722383068422027,0.0601887674600856,0.0589533575914249,0.00121417936436418,0.0466556300953344,0
"Intestine",0.954814267329683,1.49732338862992,1.49645335925818,1.26930315081623,1.24302380198161,0.0253501837171789,0.946729995102605,0
"Kidney",0.434006485149856,0.537366210354823,0.537042882466445,0.760431424347779,0.744702628232619,0.0151626773706173,0.588520085473189,0
"Liver",2.86444280198905,2.95196293123451,2.95012846275223,2.55462581538118,2.50151044626369,0.0503014673923232,2.20395628084583,0
"Lung",0.260403891089914,0.255926995070378,0.25576648718504,0.221026263277561,0.216427785601316,0.00435433701990266,0.159710609630331,0
"Muscle",1.99642983168934,2.55994851924568,2.55841685783645,2.19824384321421,2.15264957948638,0.0444470925930592,1.59084717908924,0
"Pancreas",0,0.0177906972956563,0.0177817370688499,0.0159316676154663,0.0156045955352842,0.000336937009587882,0.0119152111049279,0
"Prostate",0,0,0,0,0,0,0,0
"RBM",1.85832848581468,0.656440434321169,0.655895251734916,0.356537965280831,0.349106878641192,0.00681186087807346,0.179778722139484,0
"Salivatory",0,0,0,0,0,0,0,0
"Spleen",0.0868012970299712,0.0945749865316136,0.0945168171183728,0.081426161980817,0.079734245570425,0.00162145520099995,0.0631433705057609,0
"Stomach",0,0.0344694760103342,0.0344521155708967,0.0318410853176723,0.0311873450273637,0.00066144797829374,0.0259821399928635,0
"Thyroid",0,0,0,0,0,0,0,0
"Tumour",0,0,0,0,0,0,0,0
"Whole Body",1.64922464356945,4.9836833971851,4.98097317770682,5.56797529410682,5.45321808968933,0.112237710460355,4.77619337957563,0
"Clearance",0,4.04458425659667,4.02205009236644,3.77027306530534,3.66501773002243,0.078110573651655,1.0980493479913,0
"Cleared",0,0.151796468016276,0.172217138748531,1.95643200342532,1.94403735590412,0.0409863735594453,4.51253460334703,0

MBq-Hr/MBq (%)
"Organ","Total"
"Adrenal",0
"Blood",21.8238484137837
"Bone",1.97683260156116
"Brain",0.00837548116616483
"Heart",0.23807862822958
"Intestine",5.68056589832511
"Kidney",2.76441976364365
"Liver",12.2865697410277
"Lung",1.04976728747489
"Muscle",10.0122447556217
"Pancreas",0.0606504272490184
"Prostate",0
"RBM",3.10501475358862
"Salivatory",0
"Spleen",0.383507712313361
"Stomach",0.121202970090762
"Thyroid",0
"Tumour",0
"Whole Body",21.0344580678478
"Clearance",12.7459955462581
"Cleared",6.70846795181871

Isotope Doses (Gy)
"Organ","Ac225","Fr221","At217","Bi213","Po213","Tl209","Pb209","Bi-Stable"
"Adrenal",0,0,0,0,0,0,0,0
"Blood",0.00814955062046748,0.00313926073349171,0.00349504547419564,0.000393844053937041,0.00217334563516219,1.96297074600661e-05,8.40679003880908e-05,0
"Bone",0,0.000422590261233093,0.000470761216743931,0.000118772201228347,0.000655761872221956,5.77821493401777e-07,7.72876387882913e-06,0
"Brain",0,5.91863110970719e-06,6.5932943521559e-06,1.41487823464467e-06,7.81216793244139e-06,8.25803492286132e-08,5.19379409119243e-07,0
"Heart",0,0.000816053683308113,0.000909075433403313,0.000159184277023583,0.000878936384371115,8.44628607066332e-06,5.21895918029798e-05,0
"Intestine",0.00327129079594025,0.00557907157825066,0.00621454717100922,0.00110780677626838,0.00611564521473088,5.81939705681995e-05,0.000349478061362725,0
"Kidney",0.00479661407029363,0.0064588468309486,0.00719438333933803,0.00214090314866524,0.011819089757464,0.000112282242909712,0.000700798843449056,0
"Liver",0.00545215132656709,0.00611061215216159,0.00680635702145141,0.00123866381472978,0.00683742623159187,6.41512360011994e-05,0.000451985238277834,0
"Lung",0.000892170217074615,0.000953591612304097,0.00106215999953563,0.000192904580780964,0.00106481915248721,9.99583132048546e-06,5.89559373014453e-05,0
"Muscle",0.000227999055474624,0.000317948149655162,0.000354157429359319,6.39518732210651e-05,0.000353032690089847,3.4010967166413e-06,1.95749647364597e-05,0
"Pancreas",0,0.000662886684287205,0.00073844896744146,0.000139046447102252,0.000767742096820952,7.73473779837223e-06,4.39840809863273e-05,0
"Prostate",0,0,0,0,0,0,0,0
"RBM",0.0042445482711387,0.00163061108363809,0.00181588997564579,0.000207449877087311,0.00114506459081906,1.04248878003106e-05,4.42426172985505e-05,0
"Salivatory",0,0,0,0,0,0,0,0
"Spleen",0.00165216706865669,0.00195771788282217,0.00218063453833029,0.000394811795178364,0.00217939134747048,2.06789902277473e-05,0.000129493818056858,0
"Stomach",0,0.000856228633870974,0.000953829916278553,0.000185265802767311,0.00102293958261404,1.01228153112322e-05,6.39407079225848e-05,0
"Thyroid",0,0,0,0,0,0,0,0
"Tumour",0,0,0,0,0,0,0,0
"Whole Body",0.000229803618627212,0.000755220143628859,0.000841273680266176,0.000197639048483022,0.00109117020878104,1.04788222471827e-05,7.17055016938306e-05,0
"Clearance",0,0.0502341383368223,0.0556765765947734,0.0109685750207152,0.0601059773400515,0.000597703021913964,0.00135112143695209,0
"Cleared",0,0.00188532721525921,0.00238397347031145,0.00569170212098706,0.0318820463827529,0.000313628209197719,0.00555255758652714,0

Total Doses (Gy)
"Organ","Carrier","Free","Total"
"Adrenal",0,0,0
"Blood",0.0172248104849444,0.000229933640157769,0.0174547441251022
"Bone",0,0.00167619213679956,0.00167619213679956
"Brain",0,2.2340931387297e-05,2.2340931387297e-05
"Heart",0,0.00282388565597977,0.00282388565597977
"Intestine",0.00703035319780011,0.0156656803703302,0.0226960335681303
"Kidney",0.0103084357739005,0.0229144824591679,0.0332229182330683
"Liver",0.0117172553296668,0.0152440916911139,0.0269613470207808
"Lung",0.00191736905394548,0.00231722827685896,0.00423459733080444
"Muscle",0.000489994313786068,0.000850070945467049,0.00134006525925312
"Pancreas",0,0.00235984301443657,0.00235984301443657
"Prostate",0,0,0
"RBM",0.00900644327771967,9.17880257081416e-05,0.00909823130342781
"Salivatory",0,0,0
"Spleen",0.00355068343323238,0.00496421200751023,0.00851489544074261
"Stomach",0,0.00309232745876469,0.00309232745876469
"Thyroid",0,0,0
"Tumour",0,0,0
"Whole Body",0.000493872512675075,0.00270341851105225,0.00319729102372732
"Clearance",0,0.178934091751229,0.178934091751229
"Cleared",0,0.0477092349850355,0.0477092349850355
