MBq-Hr/MBq
"Organ","Ac225","Fr221","At217","Bi213","Po213","Tl209","Pb209","Bi-Stable"
"Adrenal",0,0,0,0,0,0,0,0
"Blood",0.180996193768374,0.0528206151361799,0.0527857267271308,0.0568532317398864,0.0556767731906559,0.000107611759911926,0.193338057913718,0
"Bone",0,0.324688432365412,0.324473973241589,0.502044745796134,0.491655981336968,0.000928103216086282,0.075399637688329,0
"Brain",0,0.00127328797006044,0.00127244695388858,0.00136238965306022,0.00133421150281509,3.10349068163343e-05,0.00118252660408151,0
"Heart",0,0.0413818590269643,0.041354526001379,0.0342630366827423,0.0335544785303215,0.000696987306097996,0.0259391296179347,0
"Intestine",0,0.408725438389401,0.408455472198236,0.352613184312251,0.345320974689493,0.00729857184153353,0.287115270801614,0
"Kidney",0,0.103772969559926,0.10370442674192,0.315760001331269,0.309227121955296,0.00639493133042256,0.259361585669957,0
"Liver",0,0.344424395901349,0.344196901026862,0.349318018138353,0.342093305750716,0.00713469665271159,0.566387462195448,0
"Lung",0,0.0241924714311483,0.0241764921238831,0.0252287065529498,0.0247069106642298,0.000521590514167624,0.0235315851626848,0
"Muscle",0,0.527777863590052,0.527429262386818,0.481145836369972,0.471195189008904,0.0105166848141289,0.380901719711943,0
"Pancreas",0,0.0101863037604835,0.0101795756311087,0.00925737508649573,0.00906592229937827,0.000199634792089916,0.00669424949030503,0
"Prostate",0,0,0,0,0,0,0,0
"RBM",0.0197052307731698,0.00575063148660023,0.00574683315174408,0.00618966635877795,0.00606158417801496,1.17157964420242e-05,0.0210489014664129,0
"Salivatory",0,0,0,0,0,0,0,0
"Spleen",0,0.0133695236856346,0.0133606930158301,0.0128275234329449,0.0125622280287303,0.000273799869516914,0.0139963318675361,0
"Stomach",0,0.0197359635359368,0.0197229277852731,0.0186544264154544,0.0182686237089202,0.0003931584174478,0.0150553957968383,0
"Thyroid",0,0,0,0,0,0,0,0
"Tumour",22.9864116185603,16.6964322464455,16.6850754599739,13.5403684608772,13.2600701502313,0.264498921398123,9.7053452937329,0
